StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,1,2,3,4,Q1,Q2,Q3,Q4,Q5,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13
2023-12-24 10:28:31,2023-12-24 10:32:47,IP Address,146.70.104.61,100,256,True,2023-12-24 10:32:48,R_3mW5LhsQy5aqXVj,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Bachelor's Degree,Employed Full-Time,Daily,A lot,Somewhat adequate,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat comfortable,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree
2023-12-24 10:34:47,2023-12-24 10:36:47,IP Address,146.70.95.156,100,119,True,2023-12-24 10:36:48,R_4yZYbxFQ2oEQ5W1,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Full-Time,Daily,A lot,Somewhat adequate,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither comfortable nor uncomfortable,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree
2023-12-24 10:36:50,2023-12-24 10:39:35,IP Address,146.70.104.61,100,164,True,2023-12-24 10:39:35,R_28YucKhFenyoGk2,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Bachelor's Degree,Employed Full-Time,Daily,A lot,Somewhat adequate,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat comfortable,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat agree
2023-12-24 10:39:38,2023-12-24 10:42:38,IP Address,146.70.104.19,100,180,True,2023-12-24 10:42:39,R_3mQnXA4Q3XNhOjT,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Bachelor's Degree,Employed Full-Time,Daily,A lot,Neither adequate nor inadequate,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat uncomfortable,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree
2023-12-24 11:54:49,2023-12-24 12:00:32,IP Address,105.112.20.151,100,342,True,2023-12-24 12:00:33,R_7TSql0fPAZ7w2xH,,,,,12.996,7.6049,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",18-24,Female,Some High School,Student,Daily,A little,Somewhat adequate,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Extremely comfortable,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly agree
2023-12-24 11:55:45,2023-12-24 12:04:15,IP Address,105.113.89.252,100,509,True,2023-12-24 12:04:15,R_3otjkQ29pMn1zjP,,,,,6.4474,3.3903,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",18-24,Female,High School Graduate,Employed Full-Time,Daily,None at all,Somewhat adequate,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither comfortable nor uncomfortable,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree
2023-12-24 12:04:22,2023-12-24 12:10:04,IP Address,105.113.89.252,100,341,True,2023-12-24 12:10:04,R_5CKkjIzPA8TfKqH,,,,,6.4474,3.3903,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",45-54,Female,Master's Degree,Employed Full-Time,Weekly,A little,Somewhat adequate,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat uncomfortable,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree
2023-12-24 11:49:35,2023-12-24 12:22:28,IP Address,146.70.104.61,100,1972,True,2023-12-24 12:22:28,R_6BfXhDaABD2TCwQ,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Bachelor's Degree,Employed Full-Time,Daily,A little,Neither adequate nor inadequate,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither comfortable nor uncomfortable,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree
2023-12-24 12:22:31,2023-12-24 12:27:37,IP Address,146.70.104.19,100,305,True,2023-12-24 12:27:37,R_6wHEc7kDVbx75tL,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Full-Time,Daily,A moderate amount,Neither adequate nor inadequate,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither comfortable nor uncomfortable,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree
2023-12-24 12:10:07,2023-12-24 12:27:49,IP Address,105.113.89.252,100,1061,True,2023-12-24 12:27:49,R_26OIxfMjJdaBfb3,,,,,6.4474,3.3903,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Some College,Employed Full-Time,Daily,A lot,Somewhat adequate,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat uncomfortable,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree
2023-12-24 12:31:05,2023-12-24 12:34:53,IP Address,146.70.104.19,100,227,True,2023-12-24 12:34:53,R_3jqz4uJUOBvcSsz,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Bachelor's Degree,Employed Full-Time,Daily,A lot,Somewhat inadequate,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat comfortable,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly agree
2023-12-24 12:35:01,2023-12-24 12:37:53,IP Address,146.70.104.19,100,171,True,2023-12-24 12:37:53,R_6nIvXOetJO38ZnJ,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Full-Time,Daily,A lot,Somewhat inadequate,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat comfortable,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree
2023-12-24 12:31:39,2023-12-24 12:40:27,IP Address,105.113.89.252,100,528,True,2023-12-24 12:40:28,R_7OH0d7xXNpPnGfj,,,,,6.4474,3.3903,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",18-24,Female,High School Graduate,Student,Daily,A lot,Somewhat inadequate,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat uncomfortable,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
2023-12-24 12:37:56,2023-12-24 12:42:08,IP Address,146.70.104.19,100,252,True,2023-12-24 12:42:09,R_8jUaqnyqouax3ec,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Master's Degree,Employed Full-Time,Daily,A little,Neither adequate nor inadequate,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat comfortable,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree
2023-12-24 12:42:26,2023-12-24 12:46:58,IP Address,146.70.104.19,100,271,True,2023-12-24 12:46:59,R_5CoggWZtR2Xpvnb,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Full-Time,Daily,A little,Somewhat adequate,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither comfortable nor uncomfortable,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree
2023-12-24 12:47:03,2023-12-24 12:52:48,IP Address,146.70.104.19,100,345,True,2023-12-24 12:52:49,R_8GQfcRKEIIvNh4n,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Bachelor's Degree,Employed Full-Time,Daily,A moderate amount,Somewhat adequate,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither comfortable nor uncomfortable,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree
2023-12-24 12:52:54,2023-12-24 13:03:11,IP Address,146.70.104.19,100,617,True,2023-12-24 13:03:12,R_7PXOfJHJcfFdLjK,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Full-Time,Daily,A little,Somewhat inadequate,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither comfortable nor uncomfortable,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree
2023-12-24 13:04:27,2023-12-24 13:12:01,IP Address,146.70.104.4,100,453,True,2023-12-24 13:12:01,R_5r60yrF8NeFFcPj,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Full-Time,Daily,A lot,Somewhat adequate,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat comfortable,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree
2023-12-24 13:12:08,2023-12-24 14:14:53,IP Address,146.70.104.4,100,3765,True,2023-12-24 14:14:54,R_2HP26kNLawmduFz,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Full-Time,Daily,A moderate amount,Somewhat inadequate,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat uncomfortable,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree
2023-12-24 14:14:57,2023-12-24 14:16:30,IP Address,146.70.104.4,100,92,True,2023-12-24 14:16:30,R_7rGwNzvChZysZzP,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Bachelor's Degree,Employed Full-Time,Daily,A moderate amount,Somewhat adequate,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither comfortable nor uncomfortable,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree
2023-12-24 14:16:33,2023-12-24 14:23:02,IP Address,146.70.104.4,100,388,True,2023-12-24 14:23:02,R_5M5tGw2FwPoI02R,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Full-Time,Daily,A little,Somewhat adequate,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat uncomfortable,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree
2023-12-24 14:23:10,2023-12-24 14:33:33,IP Address,146.70.104.4,100,623,True,2023-12-24 14:33:33,R_8ijRvAvo6IwFVVn,,,,,51.5064,-0.02,anonymous,EN,"No, I don't","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Bachelor's Degree,Employed Full-Time,Daily,A moderate amount,Somewhat inadequate,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat uncomfortable,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree
2023-12-24 14:33:40,2023-12-24 14:36:50,IP Address,146.70.104.4,100,189,True,2023-12-24 14:36:50,R_6MicrCI9gi2hBS1,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Full-Time,Daily,A little,Somewhat adequate,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat uncomfortable,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree
2023-12-24 14:36:57,2023-12-24 14:40:45,IP Address,146.70.104.4,100,228,True,2023-12-24 14:40:46,R_4oh4fmnK6utmJwJ,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Bachelor's Degree,Employed Full-Time,Daily,A lot,Somewhat adequate,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat comfortable,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree
2023-12-24 14:41:26,2023-12-24 14:47:25,IP Address,146.70.104.4,100,359,True,2023-12-24 14:47:26,R_2QE5Odp5Zo26kLA,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Bachelor's Degree,Employed Full-Time,Daily,A moderate amount,Neither adequate nor inadequate,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither comfortable nor uncomfortable,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree
2023-12-24 14:47:30,2023-12-24 14:49:29,IP Address,146.70.104.4,100,119,True,2023-12-24 14:49:30,R_42lTjWfosr1oEUj,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",35-44,Female,Bachelor's Degree,Employed Full-Time,Daily,A little,Somewhat adequate,Somewhat agree,Somewhat agree,Somewhat agree,Neither comfortable nor uncomfortable,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree
2023-12-24 14:49:32,2023-12-24 14:51:58,IP Address,146.70.104.4,100,146,True,2023-12-24 14:51:59,R_6cPJe9Px6mOnwT7,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Full-Time,Daily,A moderate amount,Neither adequate nor inadequate,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither comfortable nor uncomfortable,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
2023-12-24 18:36:53,2023-12-24 18:40:38,IP Address,102.91.4.62,100,225,True,2023-12-24 18:40:39,R_2Y2EEKjczUS81eJ,,,,,12.996,7.6049,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Full-Time,Daily,A moderate amount,Neither adequate nor inadequate,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither comfortable nor uncomfortable,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree
2023-12-24 18:40:51,2023-12-24 18:43:08,IP Address,102.91.4.62,100,136,True,2023-12-24 18:43:09,R_6mn0fSyw7buHI4e,,,,,12.996,7.6049,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",35-44,Male,Master's Degree,Employed Full-Time,Daily,A moderate amount,Neither adequate nor inadequate,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither comfortable nor uncomfortable,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree
2023-12-24 18:43:12,2023-12-24 18:44:51,IP Address,102.91.4.62,100,98,True,2023-12-24 18:44:51,R_1InJq0nGv0rp0fP,,,,,12.996,7.6049,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Some College,Employed Part-Time,Daily,A little,Somewhat inadequate,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat comfortable,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree
2023-12-24 18:44:54,2023-12-24 18:47:24,IP Address,102.91.4.62,100,149,True,2023-12-24 18:47:25,R_4uM8bAX8bxScH97,,,,,12.996,7.6049,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",45-54,Male,Doctorate or higher,Employed Full-Time,Weekly,A moderate amount,Somewhat inadequate,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat uncomfortable,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly agree
2023-12-24 18:47:28,2023-12-24 18:49:25,IP Address,102.91.4.62,100,117,True,2023-12-24 18:49:26,R_3RrPO4n04WA1q0x,,,,,12.996,7.6049,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",18-24,Male,Some College,Student,Daily,None at all,Somewhat adequate,Somewhat disagree,Somewhat agree,Somewhat agree,Extremely uncomfortable,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree
2023-12-24 18:49:30,2023-12-24 18:51:12,IP Address,102.91.4.62,100,101,True,2023-12-24 18:51:13,R_1N3SMLVpxICUhH0,,,,,12.996,7.6049,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Master's Degree,Employed Full-Time,Daily,A moderate amount,Neither adequate nor inadequate,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat uncomfortable,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly agree
2023-12-24 18:51:16,2023-12-24 18:53:09,IP Address,102.91.4.62,100,113,True,2023-12-24 18:53:10,R_3DSvisaW1ipJbPy,,,,,12.996,7.6049,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",55-64,Female,Doctorate or higher,Retired,Weekly,A moderate amount,Neither adequate nor inadequate,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither comfortable nor uncomfortable,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly agree
2023-12-24 18:53:13,2023-12-24 18:58:19,IP Address,102.91.4.119,100,305,True,2023-12-24 18:58:20,R_7gESnKzdq6LzDnX,,,,,12.996,7.6049,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",18-24,Female,High School Graduate,Student,Daily,A moderate amount,Extremely adequate,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat comfortable,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree
2023-12-24 18:58:22,2023-12-24 19:00:13,IP Address,102.91.4.119,100,110,True,2023-12-24 19:00:14,R_2RTVpH4JhnlPrdq,,,,,12.996,7.6049,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Homemaker,Daily,A little,Somewhat adequate,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither comfortable nor uncomfortable,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree
2023-12-24 19:00:17,2023-12-24 19:01:46,IP Address,102.91.4.119,100,89,True,2023-12-24 19:01:47,R_6kSxZ4ILL7LSvwS,,,,,12.996,7.6049,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Bachelor's Degree,Employed Full-Time,Daily,A little,Somewhat adequate,Somewhat disagree,Strongly agree,Strongly agree,Extremely comfortable,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree
2023-12-24 19:01:50,2023-12-24 19:03:33,IP Address,102.91.4.119,100,103,True,2023-12-24 19:03:34,R_5RpwhRLliLMW0SW,,,,,12.996,7.6049,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",18-24,Male,Bachelor's Degree,Employed Part-Time,Daily,None at all,Somewhat adequate,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat comfortable,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree
2023-12-24 19:03:38,2023-12-24 19:05:33,IP Address,102.91.4.119,100,114,True,2023-12-24 19:05:33,R_22JUSU4wvd5Y7bH,,,,,12.996,7.6049,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",55-64,Male,Master's Degree,Retired,Monthly,A moderate amount,Neither adequate nor inadequate,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat uncomfortable,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree
2023-12-24 19:05:36,2023-12-24 19:11:09,IP Address,102.91.4.119,100,333,True,2023-12-24 19:11:10,R_7VSURX9Qd8PWhrj,,,,,12.996,7.6049,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Homemaker,Daily,A moderate amount,Somewhat adequate,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither comfortable nor uncomfortable,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree
2023-12-24 19:37:49,2023-12-24 21:10:32,IP Address,105.113.18.1,100,5562,True,2023-12-24 21:10:32,R_2GPLReIdid02eXU,,,,,7.3782,3.9062,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",18-24,Male,Bachelor's Degree,Student,Daily,A moderate amount,Somewhat adequate,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat comfortable,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
2023-12-24 21:09:15,2023-12-24 21:11:28,IP Address,105.112.67.189,100,133,True,2023-12-24 21:11:29,R_2dcwRu8t7Omf79P,,,,,6.4474,3.3903,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",55-64,Female,High School Graduate,Employed Full-Time,Weekly,A little,Extremely inadequate,Somewhat agree,Strongly disagree,Somewhat disagree,Extremely uncomfortable,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree
2023-12-24 21:23:40,2023-12-24 21:30:55,IP Address,197.210.76.12,100,434,True,2023-12-24 21:30:55,R_2MaFm5LAbGCrN24,,,,,12.996,7.6049,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",18-24,Female,High School Graduate,Student,Daily,A little,Somewhat adequate,Strongly disagree,Strongly agree,Strongly agree,Extremely comfortable,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree
2023-12-25 07:42:30,2023-12-25 07:45:39,IP Address,105.112.231.146,100,188,True,2023-12-25 07:45:39,R_394RZhTDIBy7DgZ,,,,,12.996,7.6049,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",18-24,Female,Some High School,Student,Daily,A little,Somewhat adequate,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither comfortable nor uncomfortable,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree
2023-12-25 07:52:31,2023-12-25 07:54:00,IP Address,105.112.231.146,100,88,True,2023-12-25 07:54:01,R_6cA55TThSsup4dQ,,,,,12.996,7.6049,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",18-24,Female,Some High School,Student,Daily,A moderate amount,Neither adequate nor inadequate,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither comfortable nor uncomfortable,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly agree
2023-12-25 07:54:16,2023-12-25 07:56:08,IP Address,105.112.231.146,100,112,True,2023-12-25 07:56:08,R_3qvxpYDKXdXNWNc,,,,,12.996,7.6049,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,High School Graduate,Employed Part-Time,Daily,A moderate amount,Neither adequate nor inadequate,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither comfortable nor uncomfortable,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly agree
2023-12-25 08:13:57,2023-12-25 08:19:40,IP Address,105.113.18.35,100,343,True,2023-12-25 08:19:41,R_1VeeEVG4o8syh9G,,,,,7.3782,3.9062,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",55-64,Male,No formal education,Retired,Rarely,A little,Somewhat inadequate,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat uncomfortable,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree
2023-12-25 10:18:08,2023-12-25 10:23:46,IP Address,105.112.221.39,100,338,True,2023-12-25 10:23:46,R_8DnAv6IaVWX9BvN,,,,,10,8,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",18-24,Female,Bachelor's Degree,Student,Daily,A little,Somewhat adequate,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat comfortable,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree
2023-12-25 11:20:41,2023-12-25 11:30:51,IP Address,105.112.114.217,100,610,True,2023-12-25 11:30:52,R_4n772uHVKNRf9hN,,,,,12.996,7.6049,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",18-24,Male,High School Graduate,Student,Daily,A moderate amount,Neither adequate nor inadequate,Strongly agree,Neither agree nor disagree,Somewhat agree,Extremely uncomfortable,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Neither agree nor disagree
2023-12-25 11:26:33,2023-12-25 11:31:01,IP Address,105.112.29.205,100,267,True,2023-12-25 11:31:02,R_1H4DFFoG2VbeFy1,,,,,12.996,7.6049,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",18-24,Female,Some High School,Student,Daily,A moderate amount,Neither adequate nor inadequate,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither comfortable nor uncomfortable,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree
